line_id,uom_name
15219,CARTON DE 1000
15220,CARTON DE 1000
15221,CARTON DE 1000
15270,PIECE
15274,CARTON DE 25
15275,PIECE
15282,CARTON DE 25
15342,CARTON DE 12 PACKS
15369,CARTON DE 12 PACKS
15382,CARTON DE 1000
15383,CARTON DE 1000
15384,CARTON DE 1000
15385,CARTON DE 1000
15386,CARTON DE 1000
15410,PIECE
15426,CARTON DE 500
15459,CARTON DE 12 PACKS
15550,PIECE
15578,CARTON DE 12 PACKS
15714,PIECE
15774,PIECE
15788,CARTON DE 12 PACKS
15813,CARTON DE 12 PACKS
15824,CARTON DE 1000
15825,CARTON DE 1000
15826,CARTON DE 1000
15827,CARTON DE 1000
15828,CARTON DE 1000
15829,CARTON DE 1000
15830,CARTON DE 1000
15831,CARTON DE 1000
15832,CARTON DE 1000
15889,CARTON DE 12 PACKS
15925,PIECE
15957,CARTON DE 12 PACKS
15959,CARTON DE 12 PACKS
15962,CARTON DE 12 PACKS
16024,PIECE
16026,CARTON DE 12 PACKS
16032,SACHET DE 150
16047,CARTON DE 12 PACKS
16058,PIECE
16059,PIECE
16060,PIECE
16061,PIECE
16062,PIECE
16063,PIECE
16103,PIECE
16104,PIECE
16111,CARTON DE 25
16123,PIECE
16126,CARTON DE 12 PACKS
16143,CARTON DE 12 PACKS
16168,CARTON DE 12 PACKS
16192,CARTON DE 1000
16227,CARTON DE 12 PACKS
16233,CARTON DE 12 PACKS
16237,CARTON DE 500
16246,PIECE
16247,PIECE
16248,PIECE
16249,PIECE
16250,PIECE
16251,PIECE
16252,PIECE
16253,PIECE
16254,PIECE
16255,PIECE
16256,PIECE
16257,PIECE
16258,PIECE
16259,PIECE
16260,PIECE
16261,PIECE
16262,PIECE
16263,PIECE
16264,PIECE
16265,PIECE
16266,PIECE
16267,PIECE
16268,PIECE
16269,PIECE
16270,PIECE
16271,PIECE
16272,PIECE
16273,PIECE
16275,PIECE
16276,SACHET DE 50
16277,SACHET DE 50
16278,SACHET DE 10
16279,SACHET DE 50
16280,SACHET DE 50
16281,SACHET DE 50
16282,SACHET DE 25
16283,SACHET DE 25
16284,SACHET DE 50
16292,PIECE
16305,BOITE DE 25
16306,BOITE DE 25
16307,BOITE DE 40
16308,PIECE
16309,PIECE
16311,CARTON DE 12 PACKS
16320,CARTON DE 12 PACKS
16327,PIECE
16340,SACHET DE 100
16386,PIECE
16387,PIECE
16388,CARTON DE 12 PACKS
16436,CARTON DE 12 PACKS
16445,CARTON DE 25
16457,CARTON DE 12 PACKS
16530,PIECE
16544,CARTON DE 12 PACKS
16590,CARTON DE 12 PACKS
16605,PIECE
16606,PIECE
16624,CARTON DE 500
16627,PIECE
16655,CARTON DE 12 PACKS
16667,SACHET DE 50
16668,SACHET DE 100
16669,SACHET DE 100
16723,CARTON DE 12 PACKS
16731,CARTON DE 12 PACKS
16740,CARTON DE 12 PACKS
16750,CARTON DE 12 PACKS
16779,PIECE
16780,PIECE
16811,CARTON DE 12 PACKS
16821,CARTON DE 1500
16867,CARTON DE 12 PACKS
16873,CARTON DE 12 PACKS
16895,CARTON DE 12 PACKS
16898,BOITE DE 12
16899,BOITE DE 200
16900,PIECE
16901,PIECE
16902,PIECE
16903,BOITE DE 500
16904,BOITE DE 200
16980,PIECE
16985,CARTON DE 12 PACKS
16988,CARTON DE 12 PACKS
17074,CARTON DE 12 PACKS
17081,CARTON DE 12 PACKS
17092,CARTON DE 12 PACKS
17157,CRATON DE 50
17163,CARTON DE 12 PACKS
17206,CARTON DE 12 PACKS
17214,PIECE
17218,CARTON DE 12 PACKS
17224,PIECE
17225,PIECE
17263,CARTON DE 12 PACKS
17321,CARTON DE 12 PACKS
17325,CARTON DE 12 PACKS
17339,CARTON DE 500
17352,CARTON DE 12 PACKS
17369,CARTON DE 12 PACKS
17375,CARTON DE 12 PACKS
17391,CARTON DE 12 PACKS
17507,CARTON DE 12 PACKS
17545,SACHET DE 5
17546,SACHET DE 5
17547,SACHET DE 5
17548,SACHET DE 5
17562,PIECE
17612,CARTON DE 12 PACKS
17629,PIECE
17650,CARTON DE 500
17652,CARTON DE 12 PACKS
17667,CARTON DE 12 PACKS
17691,CARTON DE 12 PACKS
17694,CARTON DE 12 PACKS
17717,CARTON DE 12 PACKS
17724,CARTON DE 12 PACKS
17750,CARTON DE 12 PACKS
17810,PIECE
17814,PIECE
17847,CARTON DE 12 PACKS
17876,CARTON DE 500
17954,CARTON DE 12 PACKS
17969,CARTON DE 24 PAQUETS D'ETUIS
17990,CARTON DE 1000
18013,CARTON DE 1500
18038,CARTON DE 12 PACKS
18047,CARTON DE 1500
18053,CARTON DE 12 PACKS
18067,PIECE
18073,CARTON DE 12 PACKS
18104,CARTON DE 24 PAQUETS D'ETUIS
18137,CARTON DE 12 PACKS
18247,CARTON DE 12 PACKS
18256,CARTON DE 24 PAQUETS D'ETUIS
18301,BOITE DE 25
18302,SACHET DE 10
18303,PIECE
18304,PIECE
18308,CARTON DE 12 PACKS
18309,PIECE
18332,PIECE
18340,CARTON DE 12 PACKS
18346,PIECE
18348,CARTON DE 12 PACKS
18357,CARTON DE 12 PACKS
18470,CARTON DE 12 PACKS
18472,BOITE DE 50
18477,CARTON DE 12 PACKS
18507,CARTON DE 12 PACKS
18599,CARTON DE 12 PACKS
18651,CARTON DE 12 PACKS
18674,PIECE
18686,PIECE
18696,PIECE
18720,CARTON DE 24 PAQUETS D'ETUIS
18727,CARTON DE 12 PACKS
18808,PIECE
18847,PIECE
18860,CARTON DE 12 PACKS
18896,CARTON DE 12 PACKS
18915,CARTON DE 12 PACKS
18922,PIECE
18924,CARTON DE 24 PAQUETS D'ETUIS
18925,PIECE
18928,CARTON DE 12 PACKS
18951,CARTON DE 12 PACKS
19000,CARTON DE 500
19010,CARTON DE 1500
19037,CARTON DE 12 PACKS
